initial_cutloss_pct,breakeven_trigger_pct,breakeven_lock_pct,atr_multiplier,min_dollar_vol,freeze_days,trade_count,win_rate_pct,net_profit_pct,profit_factor,max_drawdown_pct
0.05,0.06,0.01,2.0,1000000.0,20,21,71.42857142857143,553.7801155167275,9.293679160634097,-9.750000000000007
0.05,0.06,0.01,2.0,1000000.0,30,20,70.0,547.3070450660667,9.255248139155617,-9.750000000000007
0.05,0.06,0.01,2.0,5000000.0,0,26,57.692307692307686,405.88259070339126,4.739797587965311,-26.49081093750003
0.05,0.06,0.01,2.0,5000000.0,5,23,65.21739130434783,490.0365542538465,6.713581292238558,-18.549375000000015
0.05,0.06,0.01,2.0,5000000.0,10,21,66.66666666666666,514.9416928127633,7.763459705674995,-14.262500000000014
0.05,0.06,0.01,2.0,5000000.0,20,21,71.42857142857143,553.7801155167275,9.293679160634097,-9.750000000000007
0.05,0.06,0.01,2.0,5000000.0,30,20,70.0,547.3070450660667,9.255248139155617,-9.750000000000007
0.05,0.06,0.01,2.5,500000.0,0,24,62.5,371.15877143809007,5.499128072853197,-26.490810937500026
0.05,0.06,0.01,2.5,500000.0,5,22,68.18181818181817,422.0595805408202,7.103917153257539,-18.54937500000002
0.05,0.06,0.01,2.5,500000.0,10,20,70.0,444.0954461082024,8.283389097167278,-14.262500000000012
0.05,0.06,0.01,2.5,500000.0,20,20,75.0,478.45936902029945,10.031317335355197,-9.750000000000005
0.05,0.06,0.01,2.5,500000.0,30,19,73.68421052631578,472.7320485349499,9.99010908195158,-9.750000000000005
0.05,0.06,0.01,2.5,1000000.0,0,24,62.5,371.15877143809007,5.499128072853197,-26.490810937500026
0.05,0.06,0.01,2.5,1000000.0,5,22,68.18181818181817,422.0595805408202,7.103917153257539,-18.54937500000002
0.05,0.06,0.01,2.5,1000000.0,10,20,70.0,444.0954461082024,8.283389097167278,-14.262500000000012
0.05,0.06,0.01,2.5,1000000.0,20,20,75.0,478.45936902029945,10.031317335355197,-9.750000000000005
0.05,0.06,0.01,2.5,1000000.0,30,19,73.68421052631578,472.7320485349499,9.99010908195158,-9.750000000000005
0.05,0.06,0.01,2.5,5000000.0,0,24,62.5,371.15877143809007,5.499128072853197,-26.490810937500026
0.05,0.06,0.01,2.5,5000000.0,5,22,68.18181818181817,422.0595805408202,7.103917153257539,-18.54937500000002
0.05,0.06,0.01,2.5,5000000.0,10,20,70.0,444.0954461082024,8.283389097167278,-14.262500000000012
0.05,0.06,0.01,2.5,5000000.0,20,20,75.0,478.45936902029945,10.031317335355197,-9.750000000000005
0.05,0.06,0.01,2.5,5000000.0,30,19,73.68421052631578,472.7320485349499,9.99010908195158,-9.750000000000005
0.05,0.06,0.01,3.0,500000.0,0,22,59.09090909090909,360.6880320972613,5.861416457407308,-26.490810937500015
0.05,0.06,0.01,3.0,500000.0,5,20,65.0,410.45765329336444,7.536106873809395,-18.54937500000001
0.05,0.06,0.01,3.0,500000.0,10,18,66.66666666666666,432.00380749699264,8.758791352777624,-14.262500000000003
