initial_cutloss_pct,breakeven_trigger_pct,breakeven_lock_pct,atr_multiplier,min_dollar_vol,freeze_days,trade_count,win_rate_pct,sum_return_pct,profit_factor,max_drawdown_pct
0.03,0.08,0.01,1.5,500000.0,10,641,24.180967238689547,652.52449433191,1.4190445432754295,-134.24961937669195
0.03,0.08,0.01,1.5,500000.0,20,505,26.13861386138614,723.5455716900004,1.6087859116694154,-184.29270922328783
0.03,0.08,0.01,1.5,500000.0,30,451,23.059866962305986,109.50946400705834,1.0981457942738422,-246.14190159705055
0.03,0.08,0.01,1.5,1000000.0,0,950,24.0,955.2269626931688,1.4191148954987747,-176.01575864666074
0.03,0.08,0.01,1.5,1000000.0,10,623,24.558587479935795,590.2970198347185,1.3921307094688904,-126.40468848744712
0.03,0.08,0.01,1.5,1000000.0,20,490,26.53061224489796,650.9431768689675,1.5674852073813048,-189.54259792868027
0.03,0.08,0.01,1.5,1000000.0,30,437,23.569794050343248,58.03003105926287,1.054014379410538,-227.26882842920543
0.03,0.08,0.01,1.5,5000000.0,0,800,23.375,596.6826345266267,1.310798692980271,-204.2747891929364
0.03,0.08,0.01,1.5,5000000.0,10,519,23.50674373795761,489.3243225045232,1.3875960701113432,-140.87695033384125
0.03,0.08,0.01,1.5,5000000.0,20,413,26.634382566585955,600.0854352154322,1.6254696190542026,-170.46394637887784
0.03,0.08,0.01,1.5,5000000.0,30,364,23.626373626373624,165.62767025612555,1.1863407798948773,-205.093295434413
0.03,0.08,0.01,2.0,500000.0,0,934,23.447537473233403,789.1272105579299,1.3438159462561754,-182.10749933924217
0.03,0.08,0.01,2.0,500000.0,10,621,23.832528180354267,497.023487502189,1.3245835325903454,-222.092980123183
0.03,0.08,0.01,2.0,500000.0,20,491,25.661914460285136,617.5251226382651,1.522947271661724,-271.85484561790486
0.03,0.08,0.01,2.0,500000.0,30,441,22.67573696145125,-13.870046671464221,0.9875462244544985,-311.4766354417699
0.03,0.08,0.01,2.0,1000000.0,0,908,23.898678414096917,772.3103015868583,1.3487434212585212,-172.8401754494679
0.03,0.08,0.01,2.0,1000000.0,10,603,24.046434494195687,445.3377960895251,1.3008981643656392,-210.16151988768695
0.03,0.08,0.01,2.0,1000000.0,20,476,26.05042016806723,559.4645109017597,1.4920560863098382,-273.9172879582121
0.03,0.08,0.01,2.0,1000000.0,30,427,23.185011709601874,-53.995142899817296,0.9495306547166091,-292.60356227392475
0.03,0.08,0.01,2.0,5000000.0,0,762,23.35958005249344,600.8807285316058,1.3224391759650855,-201.1825671279464
0.03,0.08,0.01,2.0,5000000.0,10,502,23.306772908366533,321.11120977551315,1.2586518906649327,-218.07570523811023
0.03,0.08,0.01,2.0,5000000.0,20,401,26.683291770573565,556.5684992514352,1.586884537457406,-229.98703594662823
0.03,0.08,0.01,2.0,5000000.0,30,355,23.661971830985916,108.96495812304451,1.123583889739042,-250.6733102623407
0.03,0.08,0.01,2.5,500000.0,0,888,23.64864864864865,1017.0258848513865,1.4669148800085239,-264.95917042506323
0.03,0.08,0.01,2.5,500000.0,10,593,24.45193929173693,911.9364838048601,1.6265781619865367,-274.353950747309
0.03,0.08,0.01,2.5,500000.0,20,475,25.473684210526315,945.029990054738,1.8247182830824262,-290.5581097969333
0.03,0.08,0.01,2.5,500000.0,30,426,23.004694835680752,473.7695133065343,1.4416406043741845,-320.9879721094865
0.03,0.08,0.01,2.5,1000000.0,0,862,24.129930394431554,1004.9924102763867,1.4791309613628845,-237.62862507313173
0.03,0.08,0.01,2.5,1000000.0,10,575,24.695652173913043,869.4891038994276,1.619212035721824,-265.69114626012583
0.03,0.08,0.01,2.5,1000000.0,20,460,25.869565217391305,896.2076898254633,1.8132407551919831,-292.6205521372407
